pais,fecha_corte,casos_confirmados,muertes,recuperados,total_casos,cambio_diario_casos,en_tratamiento,por_casos_conf_fallecieron
Bulgaria,2020-01-25,0,0,0,201,0,0,NaN
Bulgaria,2020-01-26,0,0,0,201,0,0,NaN
Bulgaria,2020-01-27,0,0,0,201,0,0,NaN
Bulgaria,2020-01-28,0,0,0,201,0,0,NaN
Bulgaria,2020-01-29,0,0,0,201,0,0,NaN
Bulgaria,2020-01-30,0,0,0,201,0,0,NaN
Bulgaria,2020-01-31,0,0,0,201,0,0,NaN
Bulgaria,2020-02-01,0,0,0,201,0,0,NaN
Bulgaria,2020-02-02,0,0,0,201,0,0,NaN
Bulgaria,2020-02-03,0,0,0,201,0,0,NaN
Bulgaria,2020-02-04,0,0,0,201,0,0,NaN
Bulgaria,2020-02-05,0,0,0,201,0,0,NaN
Bulgaria,2020-02-06,0,0,0,201,0,0,NaN
Bulgaria,2020-02-07,0,0,0,201,0,0,NaN
Bulgaria,2020-02-08,0,0,0,201,0,0,NaN
Bulgaria,2020-02-09,0,0,0,201,0,0,NaN
Bulgaria,2020-02-10,0,0,0,201,0,0,NaN
Bulgaria,2020-02-11,0,0,0,201,0,0,NaN
Bulgaria,2020-02-12,0,0,0,201,0,0,NaN
Bulgaria,2020-02-13,0,0,0,201,0,0,NaN
Bulgaria,2020-02-14,0,0,0,201,0,0,NaN
Bulgaria,2020-02-15,0,0,0,201,0,0,NaN
Bulgaria,2020-02-16,0,0,0,201,0,0,NaN
Bulgaria,2020-02-17,0,0,0,201,0,0,NaN
Bulgaria,2020-02-18,0,0,0,201,0,0,NaN
Bulgaria,2020-02-19,0,0,0,201,0,0,NaN
Bulgaria,2020-02-20,0,0,0,201,0,0,NaN
Bulgaria,2020-02-21,0,0,0,201,0,0,NaN
Bulgaria,2020-02-22,0,0,0,201,0,0,NaN
Bulgaria,2020-02-23,0,0,0,201,0,0,NaN
Bulgaria,2020-02-24,0,0,0,201,0,0,NaN
Bulgaria,2020-02-25,0,0,0,201,0,0,NaN
Bulgaria,2020-02-26,0,0,0,201,0,0,NaN
Bulgaria,2020-02-27,0,0,0,201,0,0,NaN
Bulgaria,2020-02-28,0,0,0,201,0,0,NaN
Bulgaria,2020-02-29,0,0,0,201,0,0,NaN
Bulgaria,2020-03-01,0,0,0,201,0,0,NaN
Bulgaria,2020-03-02,0,0,0,201,0,0,NaN
Bulgaria,2020-03-03,0,0,0,201,0,0,NaN
Bulgaria,2020-03-04,0,0,0,201,0,0,NaN
Bulgaria,2020-03-05,0,0,0,201,0,0,NaN
Bulgaria,2020-03-06,0,0,0,201,0,0,NaN
Bulgaria,2020-03-07,0,0,0,201,0,0,NaN
Bulgaria,2020-03-08,4,0,0,201,4,4,0
Bulgaria,2020-03-09,4,0,0,201,0,4,0
Bulgaria,2020-03-10,4,0,0,201,0,4,0
Bulgaria,2020-03-11,7,1,0,201,3,6,14.29
Bulgaria,2020-03-12,7,1,0,201,0,6,14.29
Bulgaria,2020-03-13,23,1,0,201,16,22,4.35
Bulgaria,2020-03-14,41,2,0,201,18,39,4.88
Bulgaria,2020-03-15,51,2,0,201,10,49,3.92
Bulgaria,2020-03-16,52,2,0,201,1,50,3.85
Bulgaria,2020-03-17,67,2,0,201,15,65,2.99
Bulgaria,2020-03-18,92,2,0,201,25,90,2.17
Bulgaria,2020-03-19,94,3,0,201,2,91,3.19
Bulgaria,2020-03-20,127,3,0,201,33,124,2.36
Bulgaria,2020-03-21,163,3,3,201,36,157,1.84
Bulgaria,2020-03-22,187,3,3,201,24,181,1.6
Bulgaria,2020-03-23,201,3,3,201,14,195,1.49
Burkina Faso,2020-01-22,0,0,0,99,NA,0,NaN
Burkina Faso,2020-01-23,0,0,0,99,0,0,NaN
Burkina Faso,2020-01-24,0,0,0,99,0,0,NaN
Burkina Faso,2020-01-25,0,0,0,99,0,0,NaN
Burkina Faso,2020-01-26,0,0,0,99,0,0,NaN
Burkina Faso,2020-01-27,0,0,0,99,0,0,NaN
Burkina Faso,2020-01-28,0,0,0,99,0,0,NaN
Burkina Faso,2020-01-29,0,0,0,99,0,0,NaN
Burkina Faso,2020-01-30,0,0,0,99,0,0,NaN
Burkina Faso,2020-01-31,0,0,0,99,0,0,NaN
Burkina Faso,2020-02-01,0,0,0,99,0,0,NaN
Burkina Faso,2020-02-02,0,0,0,99,0,0,NaN
Burkina Faso,2020-02-03,0,0,0,99,0,0,NaN
Burkina Faso,2020-02-04,0,0,0,99,0,0,NaN
Burkina Faso,2020-02-05,0,0,0,99,0,0,NaN
Burkina Faso,2020-02-06,0,0,0,99,0,0,NaN
Burkina Faso,2020-02-07,0,0,0,99,0,0,NaN
Burkina Faso,2020-02-08,0,0,0,99,0,0,NaN
Burkina Faso,2020-02-09,0,0,0,99,0,0,NaN
Burkina Faso,2020-02-10,0,0,0,99,0,0,NaN
Burkina Faso,2020-02-11,0,0,0,99,0,0,NaN
Burkina Faso,2020-02-12,0,0,0,99,0,0,NaN
Burkina Faso,2020-02-13,0,0,0,99,0,0,NaN
Burkina Faso,2020-02-14,0,0,0,99,0,0,NaN
Burkina Faso,2020-02-15,0,0,0,99,0,0,NaN
Burkina Faso,2020-02-16,0,0,0,99,0,0,NaN
Burkina Faso,2020-02-17,0,0,0,99,0,0,NaN
Burkina Faso,2020-02-18,0,0,0,99,0,0,NaN
Burkina Faso,2020-02-19,0,0,0,99,0,0,NaN
Burkina Faso,2020-02-20,0,0,0,99,0,0,NaN
Burkina Faso,2020-02-21,0,0,0,99,0,0,NaN
Burkina Faso,2020-02-22,0,0,0,99,0,0,NaN
Burkina Faso,2020-02-23,0,0,0,99,0,0,NaN
Burkina Faso,2020-02-24,0,0,0,99,0,0,NaN
Burkina Faso,2020-02-25,0,0,0,99,0,0,NaN
Burkina Faso,2020-02-26,0,0,0,99,0,0,NaN
Burkina Faso,2020-02-27,0,0,0,99,0,0,NaN
Burkina Faso,2020-02-28,0,0,0,99,0,0,NaN
Burkina Faso,2020-02-29,0,0,0,99,0,0,NaN
Burkina Faso,2020-03-01,0,0,0,99,0,0,NaN
Burkina Faso,2020-03-02,0,0,0,99,0,0,NaN
Burkina Faso,2020-03-03,0,0,0,99,0,0,NaN
Burkina Faso,2020-03-04,0,0,0,99,0,0,NaN
Burkina Faso,2020-03-05,0,0,0,99,0,0,NaN
Burkina Faso,2020-03-06,0,0,0,99,0,0,NaN
Burkina Faso,2020-03-07,0,0,0,99,0,0,NaN
Burkina Faso,2020-03-08,0,0,0,99,0,0,NaN
Burkina Faso,2020-03-09,0,0,0,99,0,0,NaN
Burkina Faso,2020-03-10,1,0,0,99,1,1,0
Burkina Faso,2020-03-11,2,0,0,99,1,2,0
Burkina Faso,2020-03-12,2,0,0,99,0,2,0
Burkina Faso,2020-03-13,2,0,0,99,0,2,0
Burkina Faso,2020-03-14,2,0,0,99,0,2,0
Burkina Faso,2020-03-15,3,0,0,99,1,3,0
Burkina Faso,2020-03-16,15,0,0,99,12,15,0
Burkina Faso,2020-03-17,15,0,0,99,0,15,0
Burkina Faso,2020-03-18,20,1,0,99,5,19,5
Burkina Faso,2020-03-19,33,1,0,99,13,32,3.03
Burkina Faso,2020-03-20,40,1,0,99,7,39,2.5
Burkina Faso,2020-03-21,64,2,5,99,24,57,3.12
Burkina Faso,2020-03-22,75,4,5,99,11,66,5.33
Burkina Faso,2020-03-23,99,4,5,99,24,90,4.04
Bután,2020-01-22,0,0,0,2,NA,0,NaN
Bután,2020-01-23,0,0,0,2,0,0,NaN
Bután,2020-01-24,0,0,0,2,0,0,NaN
Bután,2020-01-25,0,0,0,2,0,0,NaN
Bután,2020-01-26,0,0,0,2,0,0,NaN
Bután,2020-01-27,0,0,0,2,0,0,NaN
Bután,2020-01-28,0,0,0,2,0,0,NaN
Bután,2020-01-29,0,0,0,2,0,0,NaN
Bután,2020-01-30,0,0,0,2,0,0,NaN
Bután,2020-01-31,0,0,0,2,0,0,NaN
Bután,2020-02-01,0,0,0,2,0,0,NaN
Bután,2020-02-02,0,0,0,2,0,0,NaN
Bután,2020-02-03,0,0,0,2,0,0,NaN
Bután,2020-02-04,0,0,0,2,0,0,NaN
Bután,2020-02-05,0,0,0,2,0,0,NaN
Bután,2020-02-06,0,0,0,2,0,0,NaN
Bután,2020-02-07,0,0,0,2,0,0,NaN
Bután,2020-02-08,0,0,0,2,0,0,NaN
Bután,2020-02-09,0,0,0,2,0,0,NaN
Bután,2020-02-10,0,0,0,2,0,0,NaN
Bután,2020-02-11,0,0,0,2,0,0,NaN
Bután,2020-02-12,0,0,0,2,0,0,NaN
Bután,2020-02-13,0,0,0,2,0,0,NaN
Bután,2020-02-14,0,0,0,2,0,0,NaN
Bután,2020-02-15,0,0,0,2,0,0,NaN
Bután,2020-02-16,0,0,0,2,0,0,NaN
Bután,2020-02-17,0,0,0,2,0,0,NaN
Bután,2020-02-18,0,0,0,2,0,0,NaN
Bután,2020-02-19,0,0,0,2,0,0,NaN
Bután,2020-02-20,0,0,0,2,0,0,NaN
Bután,2020-02-21,0,0,0,2,0,0,NaN
Bután,2020-02-22,0,0,0,2,0,0,NaN
Bután,2020-02-23,0,0,0,2,0,0,NaN
Bután,2020-02-24,0,0,0,2,0,0,NaN
Bután,2020-02-25,0,0,0,2,0,0,NaN
Bután,2020-02-26,0,0,0,2,0,0,NaN
Bután,2020-02-27,0,0,0,2,0,0,NaN
Bután,2020-02-28,0,0,0,2,0,0,NaN
Bután,2020-02-29,0,0,0,2,0,0,NaN
Bután,2020-03-01,0,0,0,2,0,0,NaN
Bután,2020-03-02,0,0,0,2,0,0,NaN
Bután,2020-03-03,0,0,0,2,0,0,NaN
Bután,2020-03-04,0,0,0,2,0,0,NaN
Bután,2020-03-05,0,0,0,2,0,0,NaN
Bután,2020-03-06,1,0,0,2,1,1,0
Bután,2020-03-07,1,0,0,2,0,1,0
Bután,2020-03-08,1,0,0,2,0,1,0
Bután,2020-03-09,1,0,0,2,0,1,0
Bután,2020-03-10,1,0,0,2,0,1,0
Bután,2020-03-11,1,0,0,2,0,1,0
Bután,2020-03-12,1,0,0,2,0,1,0
Bután,2020-03-13,1,0,0,2,0,1,0
Bután,2020-03-14,1,0,0,2,0,1,0
Bután,2020-03-15,1,0,0,2,0,1,0
Bután,2020-03-16,1,0,0,2,0,1,0
Bután,2020-03-17,1,0,0,2,0,1,0
Bután,2020-03-18,1,0,0,2,0,1,0
Bután,2020-03-19,1,0,0,2,0,1,0
Bután,2020-03-20,2,0,0,2,1,2,0
Bután,2020-03-21,2,0,0,2,0,2,0
Bután,2020-03-22,2,0,0,2,0,2,0
Bután,2020-03-23,2,0,0,2,0,2,0
Cabo Verde,2020-01-22,0,0,0,3,NA,0,NaN
Cabo Verde,2020-01-23,0,0,0,3,0,0,NaN
Cabo Verde,2020-01-24,0,0,0,3,0,0,NaN
Cabo Verde,2020-01-25,0,0,0,3,0,0,NaN
Cabo Verde,2020-01-26,0,0,0,3,0,0,NaN
Cabo Verde,2020-01-27,0,0,0,3,0,0,NaN
Cabo Verde,2020-01-28,0,0,0,3,0,0,NaN
Cabo Verde,2020-01-29,0,0,0,3,0,0,NaN
Cabo Verde,2020-01-30,0,0,0,3,0,0,NaN
Cabo Verde,2020-01-31,0,0,0,3,0,0,NaN
Cabo Verde,2020-02-01,0,0,0,3,0,0,NaN
Cabo Verde,2020-02-02,0,0,0,3,0,0,NaN
Cabo Verde,2020-02-03,0,0,0,3,0,0,NaN
Cabo Verde,2020-02-04,0,0,0,3,0,0,NaN
Cabo Verde,2020-02-05,0,0,0,3,0,0,NaN
Cabo Verde,2020-02-06,0,0,0,3,0,0,NaN
Cabo Verde,2020-02-07,0,0,0,3,0,0,NaN
Cabo Verde,2020-02-08,0,0,0,3,0,0,NaN
Cabo Verde,2020-02-09,0,0,0,3,0,0,NaN
Cabo Verde,2020-02-10,0,0,0,3,0,0,NaN
Cabo Verde,2020-02-11,0,0,0,3,0,0,NaN
Cabo Verde,2020-02-12,0,0,0,3,0,0,NaN
Cabo Verde,2020-02-13,0,0,0,3,0,0,NaN
Cabo Verde,2020-02-14,0,0,0,3,0,0,NaN
Cabo Verde,2020-02-15,0,0,0,3,0,0,NaN
Cabo Verde,2020-02-16,0,0,0,3,0,0,NaN
Cabo Verde,2020-02-17,0,0,0,3,0,0,NaN
Cabo Verde,2020-02-18,0,0,0,3,0,0,NaN
Cabo Verde,2020-02-19,0,0,0,3,0,0,NaN
Cabo Verde,2020-02-20,0,0,0,3,0,0,NaN
Cabo Verde,2020-02-21,0,0,0,3,0,0,NaN
Cabo Verde,2020-02-22,0,0,0,3,0,0,NaN
Cabo Verde,2020-02-23,0,0,0,3,0,0,NaN
Cabo Verde,2020-02-24,0,0,0,3,0,0,NaN
Cabo Verde,2020-02-25,0,0,0,3,0,0,NaN
Cabo Verde,2020-02-26,0,0,0,3,0,0,NaN
Cabo Verde,2020-02-27,0,0,0,3,0,0,NaN
Cabo Verde,2020-02-28,0,0,0,3,0,0,NaN
Cabo Verde,2020-02-29,0,0,0,3,0,0,NaN
Cabo Verde,2020-03-01,0,0,0,3,0,0,NaN
Cabo Verde,2020-03-02,0,0,0,3,0,0,NaN
Cabo Verde,2020-03-03,0,0,0,3,0,0,NaN
Cabo Verde,2020-03-04,0,0,0,3,0,0,NaN
Cabo Verde,2020-03-05,0,0,0,3,0,0,NaN
Cabo Verde,2020-03-06,0,0,0,3,0,0,NaN
Cabo Verde,2020-03-07,0,0,0,3,0,0,NaN
Cabo Verde,2020-03-08,0,0,0,3,0,0,NaN
Cabo Verde,2020-03-09,0,0,0,3,0,0,NaN
Cabo Verde,2020-03-10,0,0,0,3,0,0,NaN
Cabo Verde,2020-03-11,0,0,0,3,0,0,NaN
Cabo Verde,2020-03-12,0,0,0,3,0,0,NaN
Cabo Verde,2020-03-13,0,0,0,3,0,0,NaN
Cabo Verde,2020-03-14,0,0,0,3,0,0,NaN
Cabo Verde,2020-03-15,0,0,0,3,0,0,NaN
Cabo Verde,2020-03-16,0,0,0,3,0,0,NaN
Cabo Verde,2020-03-17,0,0,0,3,0,0,NaN
Cabo Verde,2020-03-18,0,0,0,3,0,0,NaN
Cabo Verde,2020-03-19,0,0,0,3,0,0,NaN
Cabo Verde,2020-03-20,1,0,0,3,1,1,0
Cabo Verde,2020-03-21,3,0,0,3,2,3,0
Cabo Verde,2020-03-22,3,0,0,3,0,3,0
Cabo Verde,2020-03-23,3,0,0,3,0,3,0
Camboya,2020-01-22,0,0,0,87,NA,0,NaN
Camboya,2020-01-23,0,0,0,87,0,0,NaN
Camboya,2020-01-24,0,0,0,87,0,0,NaN
Camboya,2020-01-25,0,0,0,87,0,0,NaN
Camboya,2020-01-26,0,0,0,87,0,0,NaN
Camboya,2020-01-27,1,0,0,87,1,1,0
Camboya,2020-01-28,1,0,0,87,0,1,0
Camboya,2020-01-29,1,0,0,87,0,1,0
Camboya,2020-01-30,1,0,0,87,0,1,0
Camboya,2020-01-31,1,0,0,87,0,1,0
Camboya,2020-02-01,1,0,0,87,0,1,0
Camboya,2020-02-02,1,0,0,87,0,1,0
Camboya,2020-02-03,1,0,0,87,0,1,0
Camboya,2020-02-04,1,0,0,87,0,1,0
Camboya,2020-02-05,1,0,0,87,0,1,0
Camboya,2020-02-06,1,0,0,87,0,1,0
Camboya,2020-02-07,1,0,0,87,0,1,0
Camboya,2020-02-08,1,0,0,87,0,1,0
Camboya,2020-02-09,1,0,0,87,0,1,0
Camboya,2020-02-10,1,0,0,87,0,1,0
Camboya,2020-02-11,1,0,0,87,0,1,0
Camboya,2020-02-12,1,0,1,87,0,0,0
Camboya,2020-02-13,1,0,1,87,0,0,0
Camboya,2020-02-14,1,0,1,87,0,0,0
Camboya,2020-02-15,1,0,1,87,0,0,0
Camboya,2020-02-16,1,0,1,87,0,0,0
Camboya,2020-02-17,1,0,1,87,0,0,0
Camboya,2020-02-18,1,0,1,87,0,0,0
Camboya,2020-02-19,1,0,1,87,0,0,0
Camboya,2020-02-20,1,0,1,87,0,0,0
Camboya,2020-02-21,1,0,1,87,0,0,0
Camboya,2020-02-22,1,0,1,87,0,0,0
Camboya,2020-02-23,1,0,1,87,0,0,0
Camboya,2020-02-24,1,0,1,87,0,0,0
Camboya,2020-02-25,1,0,1,87,0,0,0
Camboya,2020-02-26,1,0,1,87,0,0,0
Camboya,2020-02-27,1,0,1,87,0,0,0
Camboya,2020-02-28,1,0,1,87,0,0,0
Camboya,2020-02-29,1,0,1,87,0,0,0
Camboya,2020-03-01,1,0,1,87,0,0,0
Camboya,2020-03-02,1,0,1,87,0,0,0
Camboya,2020-03-03,1,0,1,87,0,0,0
Camboya,2020-03-04,1,0,1,87,0,0,0
Camboya,2020-03-05,1,0,1,87,0,0,0
Camboya,2020-03-06,1,0,1,87,0,0,0
Camboya,2020-03-07,1,0,1,87,0,0,0
Camboya,2020-03-08,2,0,1,87,1,1,0
Camboya,2020-03-09,2,0,1,87,0,1,0
Camboya,2020-03-10,2,0,1,87,0,1,0
Camboya,2020-03-11,3,0,1,87,1,2,0
Camboya,2020-03-12,3,0,1,87,0,2,0
Camboya,2020-03-13,5,0,1,87,2,4,0
Camboya,2020-03-14,7,0,1,87,2,6,0
Camboya,2020-03-15,7,0,1,87,0,6,0
Camboya,2020-03-16,7,0,1,87,0,6,0
Camboya,2020-03-17,33,0,1,87,26,32,0
Camboya,2020-03-18,35,0,1,87,2,34,0
Camboya,2020-03-19,37,0,1,87,2,36,0
Camboya,2020-03-20,51,0,1,87,14,50,0
Camboya,2020-03-21,53,0,1,87,2,52,0
Camboya,2020-03-22,84,0,1,87,31,83,0
Camboya,2020-03-23,87,0,1,87,3,86,0
Camerún,2020-01-22,0,0,0,56,NA,0,NaN
Camerún,2020-01-23,0,0,0,56,0,0,NaN
Camerún,2020-01-24,0,0,0,56,0,0,NaN
Camerún,2020-01-25,0,0,0,56,0,0,NaN
Camerún,2020-01-26,0,0,0,56,0,0,NaN
Camerún,2020-01-27,0,0,0,56,0,0,NaN
Camerún,2020-01-28,0,0,0,56,0,0,NaN
Camerún,2020-01-29,0,0,0,56,0,0,NaN
Camerún,2020-01-30,0,0,0,56,0,0,NaN
Camerún,2020-01-31,0,0,0,56,0,0,NaN
Camerún,2020-02-01,0,0,0,56,0,0,NaN
Camerún,2020-02-02,0,0,0,56,0,0,NaN
Camerún,2020-02-03,0,0,0,56,0,0,NaN
Camerún,2020-02-04,0,0,0,56,0,0,NaN
Camerún,2020-02-05,0,0,0,56,0,0,NaN
Camerún,2020-02-06,0,0,0,56,0,0,NaN
Camerún,2020-02-07,0,0,0,56,0,0,NaN
Camerún,2020-02-08,0,0,0,56,0,0,NaN
Camerún,2020-02-09,0,0,0,56,0,0,NaN
Camerún,2020-02-10,0,0,0,56,0,0,NaN
Camerún,2020-02-11,0,0,0,56,0,0,NaN
Camerún,2020-02-12,0,0,0,56,0,0,NaN
Camerún,2020-02-13,0,0,0,56,0,0,NaN
Camerún,2020-02-14,0,0,0,56,0,0,NaN
Camerún,2020-02-15,0,0,0,56,0,0,NaN
Camerún,2020-02-16,0,0,0,56,0,0,NaN
Camerún,2020-02-17,0,0,0,56,0,0,NaN
Camerún,2020-02-18,0,0,0,56,0,0,NaN
Camerún,2020-02-19,0,0,0,56,0,0,NaN
Camerún,2020-02-20,0,0,0,56,0,0,NaN
Camerún,2020-02-21,0,0,0,56,0,0,NaN
Camerún,2020-02-22,0,0,0,56,0,0,NaN
Camerún,2020-02-23,0,0,0,56,0,0,NaN
Camerún,2020-02-24,0,0,0,56,0,0,NaN
Camerún,2020-02-25,0,0,0,56,0,0,NaN
Camerún,2020-02-26,0,0,0,56,0,0,NaN
Camerún,2020-02-27,0,0,0,56,0,0,NaN
Camerún,2020-02-28,0,0,0,56,0,0,NaN
Camerún,2020-02-29,0,0,0,56,0,0,NaN
Camerún,2020-03-01,0,0,0,56,0,0,NaN
Camerún,2020-03-02,0,0,0,56,0,0,NaN
Camerún,2020-03-03,0,0,0,56,0,0,NaN
Camerún,2020-03-04,0,0,0,56,0,0,NaN
Camerún,2020-03-05,0,0,0,56,0,0,NaN
Camerún,2020-03-06,1,0,0,56,1,1,0
Camerún,2020-03-07,1,0,0,56,0,1,0
Camerún,2020-03-08,2,0,0,56,1,2,0
Camerún,2020-03-09,2,0,0,56,0,2,0
Camerún,2020-03-10,2,0,0,56,0,2,0
Camerún,2020-03-11,2,0,0,56,0,2,0
Camerún,2020-03-12,2,0,0,56,0,2,0
Camerún,2020-03-13,2,0,0,56,0,2,0
Camerún,2020-03-14,2,0,0,56,0,2,0
Camerún,2020-03-15,2,0,0,56,0,2,0
Camerún,2020-03-16,4,0,0,56,2,4,0
Camerún,2020-03-17,10,0,0,56,6,10,0
Camerún,2020-03-18,10,0,0,56,0,10,0
Camerún,2020-03-19,13,0,0,56,3,13,0
Camerún,2020-03-20,20,0,0,56,7,20,0
Camerún,2020-03-21,27,0,0,56,7,27,0
Camerún,2020-03-22,40,0,0,56,13,40,0
Camerún,2020-03-23,56,0,0,56,16,56,0
Canadá,2020-01-22,0,0,0,2088,NA,0,NaN
Canadá,2020-01-23,0,0,0,2088,0,0,NaN
Canadá,2020-01-24,0,0,0,2088,0,0,NaN
Canadá,2020-01-25,0,0,0,2088,0,0,NaN
Canadá,2020-01-26,1,0,0,2088,1,1,0
Canadá,2020-01-27,1,0,0,2088,0,1,0
Canadá,2020-01-28,2,0,0,2088,1,2,0
Canadá,2020-01-29,2,0,0,2088,0,2,0
Canadá,2020-01-30,2,0,0,2088,0,2,0
Canadá,2020-01-31,4,0,0,2088,2,4,0
Canadá,2020-02-01,4,0,0,2088,0,4,0
Canadá,2020-02-02,4,0,0,2088,0,4,0
Canadá,2020-02-03,4,0,0,2088,0,4,0
Canadá,2020-02-04,4,0,0,2088,0,4,0
Canadá,2020-02-05,5,0,0,2088,1,5,0
Canadá,2020-02-06,5,0,0,2088,0,5,0
Canadá,2020-02-07,7,0,0,2088,2,7,0
Canadá,2020-02-08,7,0,0,2088,0,7,0
Canadá,2020-02-09,7,0,0,2088,0,7,0
Canadá,2020-02-10,7,0,0,2088,0,7,0
Canadá,2020-02-11,7,0,0,2088,0,7,0
Canadá,2020-02-12,7,0,1,2088,0,6,0
Canadá,2020-02-13,7,0,1,2088,0,6,0
Canadá,2020-02-14,7,0,1,2088,0,6,0
Canadá,2020-02-15,7,0,1,2088,0,6,0
Canadá,2020-02-16,7,0,1,2088,0,6,0
Canadá,2020-02-17,8,0,1,2088,1,7,0
Canadá,2020-02-18,8,0,1,2088,0,7,0
Canadá,2020-02-19,8,0,1,2088,0,7,0
Canadá,2020-02-20,8,0,1,2088,0,7,0
Canadá,2020-02-21,9,0,3,2088,1,6,0
Canadá,2020-02-22,9,0,3,2088,0,6,0
Canadá,2020-02-23,9,0,3,2088,0,6,0
Canadá,2020-02-24,10,0,3,2088,1,7,0
Canadá,2020-02-25,11,0,3,2088,1,8,0
Canadá,2020-02-26,11,0,3,2088,0,8,0
Canadá,2020-02-27,13,0,6,2088,2,7,0
Canadá,2020-02-28,14,0,6,2088,1,8,0
Canadá,2020-02-29,20,0,6,2088,6,14,0
Canadá,2020-03-01,24,0,6,2088,4,18,0
Canadá,2020-03-02,27,0,6,2088,3,21,0
Canadá,2020-03-03,30,0,6,2088,3,24,0
Canadá,2020-03-04,33,0,6,2088,3,27,0
Canadá,2020-03-05,37,0,6,2088,4,31,0
Canadá,2020-03-06,49,0,6,2088,12,43,0
Canadá,2020-03-07,54,0,8,2088,5,46,0
Canadá,2020-03-08,64,0,8,2088,10,56,0
Canadá,2020-03-09,77,1,8,2088,13,68,1.3
Canadá,2020-03-10,79,1,8,2088,2,70,1.27
Canadá,2020-03-11,108,1,8,2088,29,99,0.93
Canadá,2020-03-12,117,1,8,2088,9,108,0.85
Canadá,2020-03-13,193,1,8,2088,76,184,0.52
Canadá,2020-03-14,198,1,8,2088,5,189,0.51
Canadá,2020-03-15,252,1,8,2088,54,243,0.4
Canadá,2020-03-16,415,4,9,2088,163,402,0.96
Canadá,2020-03-17,478,5,9,2088,63,464,1.05
Canadá,2020-03-18,657,8,9,2088,179,640,1.22
Canadá,2020-03-19,800,9,9,2088,143,782,1.12
Canadá,2020-03-20,943,12,9,2088,143,922,1.27
Canadá,2020-03-21,1277,19,10,2088,334,1248,1.49
Canadá,2020-03-22,1469,20,10,2088,192,1439,1.36
Canadá,2020-03-23,2088,24,10,2088,619,2054,1.15
Chad,2020-01-22,0,0,0,1,NA,0,NaN
Chad,2020-01-23,0,0,0,1,0,0,NaN
Chad,2020-01-24,0,0,0,1,0,0,NaN
Chad,2020-01-25,0,0,0,1,0,0,NaN
Chad,2020-01-26,0,0,0,1,0,0,NaN
Chad,2020-01-27,0,0,0,1,0,0,NaN
Chad,2020-01-28,0,0,0,1,0,0,NaN
Chad,2020-01-29,0,0,0,1,0,0,NaN
Chad,2020-01-30,0,0,0,1,0,0,NaN
Chad,2020-01-31,0,0,0,1,0,0,NaN
Chad,2020-02-01,0,0,0,1,0,0,NaN
Chad,2020-02-02,0,0,0,1,0,0,NaN
Chad,2020-02-03,0,0,0,1,0,0,NaN
Chad,2020-02-04,0,0,0,1,0,0,NaN
Chad,2020-02-05,0,0,0,1,0,0,NaN
Chad,2020-02-06,0,0,0,1,0,0,NaN
Chad,2020-02-07,0,0,0,1,0,0,NaN
Chad,2020-02-08,0,0,0,1,0,0,NaN
Chad,2020-02-09,0,0,0,1,0,0,NaN
Chad,2020-02-10,0,0,0,1,0,0,NaN
Chad,2020-02-11,0,0,0,1,0,0,NaN
Chad,2020-02-12,0,0,0,1,0,0,NaN
Chad,2020-02-13,0,0,0,1,0,0,NaN
Chad,2020-02-14,0,0,0,1,0,0,NaN
Chad,2020-02-15,0,0,0,1,0,0,NaN
Chad,2020-02-16,0,0,0,1,0,0,NaN
Chad,2020-02-17,0,0,0,1,0,0,NaN
Chad,2020-02-18,0,0,0,1,0,0,NaN
Chad,2020-02-19,0,0,0,1,0,0,NaN
Chad,2020-02-20,0,0,0,1,0,0,NaN
Chad,2020-02-21,0,0,0,1,0,0,NaN
Chad,2020-02-22,0,0,0,1,0,0,NaN
Chad,2020-02-23,0,0,0,1,0,0,NaN
Chad,2020-02-24,0,0,0,1,0,0,NaN
Chad,2020-02-25,0,0,0,1,0,0,NaN
Chad,2020-02-26,0,0,0,1,0,0,NaN
Chad,2020-02-27,0,0,0,1,0,0,NaN
Chad,2020-02-28,0,0,0,1,0,0,NaN
Chad,2020-02-29,0,0,0,1,0,0,NaN
Chad,2020-03-01,0,0,0,1,0,0,NaN
Chad,2020-03-02,0,0,0,1,0,0,NaN
Chad,2020-03-03,0,0,0,1,0,0,NaN
Chad,2020-03-04,0,0,0,1,0,0,NaN
Chad,2020-03-05,0,0,0,1,0,0,NaN
Chad,2020-03-06,0,0,0,1,0,0,NaN
Chad,2020-03-07,0,0,0,1,0,0,NaN
Chad,2020-03-08,0,0,0,1,0,0,NaN
Chad,2020-03-09,0,0,0,1,0,0,NaN
Chad,2020-03-10,0,0,0,1,0,0,NaN
Chad,2020-03-11,0,0,0,1,0,0,NaN
Chad,2020-03-12,0,0,0,1,0,0,NaN
Chad,2020-03-13,0,0,0,1,0,0,NaN
Chad,2020-03-14,0,0,0,1,0,0,NaN
Chad,2020-03-15,0,0,0,1,0,0,NaN
Chad,2020-03-16,0,0,0,1,0,0,NaN
Chad,2020-03-17,0,0,0,1,0,0,NaN
Chad,2020-03-18,0,0,0,1,0,0,NaN
Chad,2020-03-19,1,0,0,1,1,1,0
Chad,2020-03-20,1,0,0,1,0,1,0
Chad,2020-03-21,1,0,0,1,0,1,0
Chad,2020-03-22,1,0,0,1,0,1,0
Chad,2020-03-23,1,0,0,1,0,1,0
